symboling,normalized-losses,make,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-mpg,highway-mpg,price,city-L/100km,horsepower-binned,diesel,gas
3,122,porsche,std,two,convertible,rwd,rear,89.5,0.8116290245074483,0.9027777777777778,51.6,2800,ohcf,six,194,mpfi,3.74,2.9,9.5,207.0,5900.0,17,25,37028.0,13.823529411764708,High,0,1
0,122,renault,std,four,wagon,fwd,front,96.1,0.8721768380586257,0.9236111111111112,55.2,2579,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9295.0,10.217391304347826,Medium,0,1
2,122,renault,std,two,hatchback,fwd,front,96.1,0.8495915425276309,0.925,50.5,2460,ohc,four,132,mpfi,3.46,3.9,8.7,104.256157635468,5125.369458128079,23,31,9895.0,10.217391304347826,Medium,0,1
3,150,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2658,ohc,four,121,mpfi,3.54,3.07,9.31,110.0,5250.0,21,28,11850.0,11.190476190476188,Medium,0,1
2,104,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2695,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,12170.0,11.190476190476188,Medium,0,1
3,150,saab,std,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2707,ohc,four,121,mpfi,2.54,2.07,9.3,110.0,5250.0,21,28,15040.0,11.190476190476188,Medium,0,1
2,104,saab,std,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2758,ohc,four,121,mpfi,3.54,3.07,9.3,110.0,5250.0,21,28,15510.0,11.190476190476188,Medium,0,1
3,150,saab,turbo,two,hatchback,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2808,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18150.0,12.36842105263158,High,0,1
2,104,saab,turbo,four,sedan,fwd,front,99.1,0.8966842864007688,0.9236111111111112,56.1,2847,dohc,four,121,mpfi,3.54,3.07,9.0,160.0,5500.0,19,26,18620.0,12.36842105263158,High,0,1
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.7539644401729938,0.8805555555555555,53.7,2050,ohcf,four,97,2bbl,3.62,2.36,9.0,69.0,4900.0,31,36,5118.0,7.580645161290323,Low,0,1
2,83,subaru,std,two,hatchback,fwd,front,93.7,0.758769822200865,0.8833333333333333,53.7,2120,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7053.0,9.038461538461537,Low,0,1
2,83,subaru,std,two,hatchback,4wd,front,93.3,0.7558865929841423,0.8861111111111111,55.7,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603.0,9.038461538461537,Low,0,1
0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126.0,7.34375,Low,0,1
0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775.0,8.392857142857142,Low,0,1
0,102,subaru,std,four,sedan,fwd,front,97.2,0.8265257087938491,0.9083333333333334,52.5,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960.0,9.038461538461537,Low,0,1
0,102,subaru,std,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,54.3,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233.0,9.791666666666666,Low,0,1
0,102,subaru,turbo,four,sedan,4wd,front,97.0,0.8265257087938491,0.9083333333333334,54.3,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259.0,9.791666666666666,Medium,0,1
0,89,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,53.0,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463.0,8.392857142857142,Low,0,1
0,89,subaru,std,four,wagon,fwd,front,97.0,0.8337337818356559,0.9083333333333334,53.0,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198.0,9.4,Low,0,1
0,85,subaru,std,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,54.9,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013.0,10.217391304347826,Low,0,1
0,85,subaru,turbo,four,wagon,4wd,front,96.9,0.8342143200384431,0.9083333333333334,54.9,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694.0,10.217391304347826,Medium,0,1
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348.0,6.7142857142857135,Low,0,1
1,87,toyota,std,two,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338.0,7.580645161290323,Low,0,1
1,74,toyota,std,four,hatchback,fwd,front,95.7,0.762614127823162,0.8833333333333333,54.5,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488.0,7.580645161290323,Low,0,1
0,77,toyota,std,four,wagon,fwd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918.0,7.580645161290323,Low,0,1
0,81,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898.0,8.703703703703704,Low,0,1
0,91,toyota,std,four,wagon,4wd,front,95.7,0.8154733301297453,0.8833333333333333,59.1,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778.0,8.703703703703704,Low,0,1
0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938.0,7.833333333333332,Low,0,1
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198.0,7.833333333333332,Low,0,1
0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898.0,6.911764705882352,Low,1,0
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788.0,6.184210526315789,Low,1,0
0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,53.0,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738.0,6.184210526315789,Low,0,1
0,91,toyota,std,four,hatchback,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358.0,8.392857142857142,Low,0,1
0,91,toyota,std,four,sedan,fwd,front,95.7,0.7991350312349833,0.8944444444444445,52.8,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258.0,8.392857142857142,Low,0,1
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058.0,8.103448275862071,Low,0,1
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238.0,8.103448275862071,Low,0,1
1,168,toyota,std,two,sedan,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298.0,9.038461538461537,Medium,0,1
1,168,toyota,std,two,hatchback,rwd,front,94.5,0.810667948101874,0.8888888888888888,52.6,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538.0,9.038461538461537,Medium,0,1
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449.0,9.791666666666666,Medium,0,1
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639.0,9.791666666666666,Medium,0,1
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989.0,9.791666666666666,Medium,0,1
2,134,toyota,std,two,hardtop,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199.0,9.791666666666666,Medium,0,1
2,134,toyota,std,two,hatchback,rwd,front,98.4,0.8467083133109082,0.9111111111111108,52.0,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549.0,9.791666666666666,Medium,0,1
2,134,toyota,std,two,convertible,rwd,front,98.4,0.8467083133109082,0.9111111111111108,53.0,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669.0,9.791666666666666,Medium,0,1
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948.0,8.103448275862071,Low,0,1
-1,65,toyota,turbo,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698.0,7.833333333333332,Low,1,0
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,53.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988.0,8.703703703703704,Low,0,1
-1,65,toyota,std,four,sedan,fwd,front,102.4,0.8438250840941854,0.9236111111111112,54.9,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898.0,8.703703703703704,Low,0,1
-1,65,toyota,std,four,hatchback,fwd,front,102.4,0.8438250840941854,0.9236111111111112,53.9,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248.0,8.703703703703704,Low,0,1
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,52.0,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558.0,11.75,High,0,1
3,197,toyota,std,two,hatchback,rwd,front,102.9,0.8817876021143681,0.9402777777777778,52.0,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998.0,12.36842105263158,High,0,1
-1,90,toyota,std,four,sedan,rwd,front,104.5,0.9024507448342144,0.9236111111111112,54.1,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690.0,11.75,High,0,1
-1,122,toyota,std,four,wagon,rwd,front,104.5,0.9024507448342144,0.9236111111111112,54.1,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750.0,12.36842105263158,High,0,1
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775.0,6.351351351351353,Low,1,0
2,122,volkswagen,std,two,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975.0,8.703703703703704,Low,0,1
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995.0,6.351351351351353,Low,1,0
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195.0,8.703703703703704,Low,0,1
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495.0,8.703703703703704,Low,0,1
2,94,volkswagen,turbo,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495.0,6.351351351351353,Low,1,0
2,94,volkswagen,std,four,sedan,fwd,front,97.3,0.8250840941854877,0.9097222222222222,55.7,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995.0,9.038461538461537,Low,0,1
3,122,volkswagen,std,two,convertible,fwd,front,94.5,0.7654973570398848,0.8916666666666667,55.6,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595.0,9.791666666666666,Low,0,1
3,256,volkswagen,std,two,hatchback,fwd,front,94.5,0.7962518020182604,0.8888888888888888,51.4,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980.0,9.791666666666666,Low,0,1
0,122,volkswagen,std,four,sedan,fwd,front,100.4,0.8659298414223928,0.9291666666666668,55.1,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295.0,12.36842105263158,Medium,0,1
0,122,volkswagen,turbo,four,sedan,fwd,front,100.4,0.8659298414223928,0.9291666666666668,55.1,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845.0,7.121212121212121,Low,1,0
0,122,volkswagen,std,four,wagon,fwd,front,100.4,0.8798654493032196,0.9291666666666668,55.1,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290.0,9.4,Low,0,1
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940.0,10.217391304347826,Medium,0,1
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415.0,10.217391304347826,Medium,0,1
-2,103,volvo,std,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985.0,9.791666666666666,Medium,0,1
-1,74,volvo,std,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515.0,9.791666666666666,Medium,0,1
-2,103,volvo,turbo,four,sedan,rwd,front,104.3,0.9072561268620856,0.9333333333333332,56.2,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420.0,13.823529411764708,High,0,1
-1,74,volvo,turbo,four,wagon,rwd,front,104.3,0.9072561268620856,0.9333333333333332,57.5,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950.0,13.823529411764708,High,0,1
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845.0,10.217391304347826,Medium,0,1
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9555555555555556,55.5,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045.0,12.36842105263158,High,0,1
-1,95,volvo,std,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485.0,13.055555555555555,Medium,0,1
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470.0,9.038461538461537,Medium,1,0
-1,95,volvo,turbo,four,sedan,rwd,front,109.1,0.9072561268620856,0.9569444444444444,55.5,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625.0,12.36842105263158,Medium,0,1
3,194,nissan,turbo,two,hatchback,rwd,front,91.3439798860093,0.818746905399056,0.94198030309099,49.618928964575545,3110,ohcv,six,182,mpfi,3.416650923190363,3.2601155179758154,7.876982939306185,198.8470765878904,5188.530182413389,17,23,19546.17411968224,13.828697710925644,High,0,1
2,124,volkswagen,std,two,sedan,fwd,front,96.97697293900794,0.8259347604372507,0.9089109379323524,55.72370452358653,2204,ohc,four,109,mpfi,3.1924834118686864,3.399393542190158,9.195530586245935,84.75658831014967,5242.15408474659,27,34,8378.814180492298,8.585334170636365,Low,0,1
1,127,nissan,std,two,hatchback,fwd,front,94.59380003744268,0.7930433757138812,0.8874113250688239,53.21554385720085,2023,ohc,four,98,2bbl,3.14286287773116,3.2864972790233926,9.392906138711478,69.31089477834252,5199.288705676194,31,37,7548.5672906993905,7.480348773417939,Low,0,1
0,123,bmw,std,four,sedan,rwd,front,103.3948931396152,0.908909444895478,0.9282400221890192,55.75228379405634,3228,ohc,six,210,mpfi,3.610672391861012,3.4034004906136364,8.287182784319096,181.44540136447512,5419.325215249183,16,22,30861.9536020496,14.688405689589532,High,0,1
0,122,peugot,std,four,wagon,rwd,front,114.43193788094888,0.9559726590513424,0.9488419660007552,58.61323848063249,3221,l,four,119,mpfi,3.456446090831208,3.199140449775617,8.341680148703473,97.6209658072948,5025.832354067004,19,24,12363.65076726616,12.5190674942228,Low,0,1
1,122,mercedes-benz,std,two,hardtop,rwd,front,111.88578473758965,0.9569701856544716,0.9995742821758734,55.35841432267434,3708,ohcv,eight,302,mpfi,3.7985258925092737,3.35474356935593,7.907910404064739,183.34648077194328,4506.427888378716,14,16,45400.0,16.829760790833205,High,0,1
0,121,volkswagen,turbo,four,sedan,fwd,front,100.2841417692474,0.8687512277204018,0.9295346225696725,55.054132458060494,2578,ohc,four,99,idi,3.004819176938351,3.401394801597583,22.8546134027602,68.69541945353124,4494.598345920746,33,38,13629.598930136955,6.989998338622673,Low,1,0
1,118,dodge,std,two,hatchback,fwd,front,93.79848106493236,0.7547813144039435,0.886021451239912,50.89731170589727,1883,ohc,four,90,2bbl,2.974734443432564,3.233766231801577,9.690070201203971,68.49571810049784,5535.754385933476,37,41,5396.704422399999,6.114836128792933,Low,0,1
3,195,nissan,turbo,two,hatchback,rwd,front,91.4388457279994,0.82393859031228,0.9424859136955506,49.724254731456014,3134,ohcv,six,179,mpfi,3.426412640599328,3.261744202629129,7.898455777555456,199.93170702335095,5193.867409002349,17,23,19467.783745349418,13.879269324623056,High,0,1
3,123,plymouth,turbo,two,hatchback,rwd,front,95.98155003639566,0.831891714686877,0.9202429842441912,50.18445139917509,2812,ohc,four,155,spdi,3.597882847619118,3.868210092630728,7.0,144.50522323451767,4991.807961044061,19,24,12841.117946576098,12.361105173949046,Medium,0,1
2,163,mitsubishi,std,two,hatchback,fwd,front,93.39323651483532,0.7536181229845287,0.8938207129636254,50.83662329500359,1945,ohc,four,93,2bbl,2.972261238380615,3.2193491879794998,9.55006878403731,68.16987283510625,5474.541256817893,31,38,5861.648259526935,7.667424717786303,Low,0,1
1,129,nissan,std,two,sedan,fwd,front,94.59791740781073,0.7944538531455163,0.8853410011863518,54.34525903622277,1987,ohc,four,103,idi,2.984390136325349,3.47800097954144,21.982625504140888,55.61681848036319,4820.024719569829,45,50,6984.913069169551,5.15525421248634,Low,1,0
1,119,plymouth,turbo,two,hatchback,fwd,front,93.51176527786733,0.7539747695626294,0.8881089381572191,50.796832499301416,2135,ohc,four,97,spdi,3.023035976615529,3.4013605018595903,7.836228180344722,104.31121702724002,5513.887947530868,24,30,7443.850180409629,9.818296116817145,Medium,0,1
0,110,nissan,std,four,wagon,fwd,front,100.44281812697638,0.8857381162157508,0.9238716156254224,56.24668678415802,3296,ohcv,six,183,mpfi,3.41675057822534,3.2720195952002937,8.81402948746749,153.0530630356116,5234.679586140115,17,22,14456.319333538244,13.887870730792848,High,0,1
1,231,nissan,std,two,hatchback,rwd,front,98.94089319385628,0.8584659750850928,0.9438320131705888,49.70971882134028,3140,ohcv,six,180,mpfi,3.43233812148754,3.268312286440756,8.968117257687622,161.09405641545683,5180.069491087214,19,25,18279.742779967208,12.334396822426683,High,0,1
0,92,toyota,std,four,wagon,4wd,front,95.78122659906631,0.8164602565748897,0.8829050908219366,59.104987180816096,3125,ohc,four,91,2bbl,3.0471483517308706,3.0338340430847395,8.944428534522793,65.46213255745222,4820.915147793978,27,32,8423.229430062103,8.671305018557725,Low,0,1
3,150,saab,std,two,hatchback,fwd,front,98.95320628571048,0.8955790784229747,0.9234482850566716,56.14025162384771,2677,ohc,four,121,mpfi,2.54,2.07,9.062864069591733,110.57837448195416,5251.005982786592,21,28,15298.822298406038,11.192397125067352,Medium,0,1
0,77,toyota,std,four,wagon,fwd,front,95.46657208014702,0.8172273396084988,0.8827085363043995,59.165768470870745,2249,ohc,four,92,2bbl,3.045691697575051,3.0328949346701988,9.12739721600038,62.543271314279565,4811.562229256448,31,37,6606.236532161308,7.62190917330285,Low,0,1
3,149,mazda,std,two,hatchback,rwd,front,95.42990881664892,0.8141657395384455,0.9101781301309892,49.45331670288079,2384,rotor,two,71,4bbl,3.322504987814498,,9.367512133735552,101.78918047136168,5976.365250037258,17,23,11135.000931263325,13.822439483047312,Medium,0,1
3,123,alfa-romero,std,two,convertible,rwd,front,88.64397712008436,0.8136999079860259,0.8890711751597609,48.67645891866009,2548,dohc,four,131,mpfi,3.482671844550802,2.679515099769628,9.088865923610694,109.86897841420765,5021.057305589447,21,27,16332.863461900832,11.264536902420256,Medium,0,1
1,127,nissan,std,two,sedan,fwd,front,94.38826176841704,0.7952700900574927,0.8845257101445139,54.51544267047945,2020,ohc,four,103,idi,2.976305989257221,3.476766947404969,22.18352415506672,54.502399145352506,4811.281335500732,45,50,7480.833819744581,5.187097604538512,Low,1,0
0,92,toyota,std,four,hatchback,fwd,front,95.9641014415078,0.8015570024963247,0.8924745048786836,52.74750327927588,2115,ohc,four,99,2bbl,3.1784084324304933,3.029283886656992,8.957558136105842,69.43259893850718,4799.441897256447,28,34,8536.701835784472,8.291848657665096,Low,0,1
0,106,honda,std,two,hatchback,fwd,front,96.41980523984417,0.8015604717622113,0.9045088838878892,53.39634813539127,2299,ohc,four,110,1bbl,3.15892654870732,3.569079455384017,8.949398905112574,86.72595647798451,5809.253118452926,27,33,8854.669300829404,8.854028912928985,Low,0,1
2,105,saab,std,four,sedan,fwd,front,99.10584330662267,0.8961195626878637,0.924771259317918,56.076855274312976,2709,ohc,four,121,mpfi,3.550911300578917,3.068645689449629,9.314257377150836,109.80475536941395,5239.020183866818,21,28,11951.356523496492,11.14450106381735,Medium,0,1
-1,75,volvo,std,four,wagon,rwd,front,104.3489398182868,0.9057159936702042,0.9332944244542803,57.35793838380238,3042,ohc,four,141,mpfi,3.774008731202729,3.150647025295152,9.618616747459535,114.15494444941274,5391.688850877046,23,28,13559.36446932902,10.174168117784363,Medium,0,1
0,124,volkswagen,std,four,sedan,fwd,front,100.28722639765112,0.8661416321868821,0.930296700869264,55.00688382300552,2657,ohc,five,136,mpfi,3.1849166673885576,3.401100801053764,8.431910016672008,111.21900507675934,5493.352621970909,19,24,13232.44590765717,12.36341750116228,Medium,0,1
1,119,dodge,std,two,hatchback,fwd,front,93.7857425494573,0.7548714804418127,0.88647097273293,50.59807846308289,1843,ohc,four,91,2bbl,2.9749558610153666,3.231550813051433,9.334190617277912,68.9675669338232,5473.425556971433,37,41,5531.626715865727,6.3564596670783,Low,0,1
1,166,toyota,std,two,hatchback,rwd,front,94.40291649168056,0.8103727881756663,0.8895741074456318,52.58280706963941,2216,ohc,four,99,2bbl,3.17128510107168,3.039954751597304,9.127020196413998,69.81871544791545,4812.360558980151,29,34,8541.316999118884,8.07404563362454,Low,0,1
0,115,mazda,std,four,sedan,fwd,front,98.72508554383184,0.8577403875677336,0.9228222741334788,55.48616607475337,2429,ohc,four,122,2bbl,3.375031990575878,3.379598300762949,8.645493122790576,83.24895493626491,4817.091520707423,26,32,8316.503595615715,9.037135900191712,Low,0,1
1,117,dodge,std,two,hatchback,fwd,front,93.9479886512092,0.7555851056634139,0.8865698892947292,50.76882972317056,1886,ohc,four,89,2bbl,2.967742298276326,3.231682804009995,9.1543280159088,69.27261003425863,5489.9403303978415,31,38,6398.765529922527,7.57762172161823,Low,0,1
1,128,nissan,std,two,sedan,fwd,front,94.3106227384262,0.7950647027464096,0.8867491826519874,54.57922712063285,1904,ohc,four,97,2bbl,3.1624644612719828,3.302354543162997,9.252770443823051,69.86750955939625,5204.994420066182,31,37,6876.59471224042,7.593938069403845,Low,0,1
1,105,mazda,std,two,hatchback,fwd,front,92.66089577527264,0.7641236814004958,0.8911617468927788,54.18801290249736,1910,ohc,four,91,2bbl,3.026495790781825,3.1333864336692936,9.180371934954971,66.19943271213096,4996.191242998648,31,38,6287.903310758709,7.401386582132368,Low,0,1
1,130,mazda,std,two,hatchback,fwd,front,99.09317598092603,0.8545314203350818,0.9241010518447584,53.68748758323842,2398,ohc,four,122,2bbl,3.390811749396374,3.39172059971498,8.648291267134555,83.64896352062557,4804.708569392985,26,32,10556.94642626598,9.181479569408314,Low,0,1
-1,65,toyota,std,four,sedan,fwd,front,102.86395465838947,0.8438357720215964,0.924106872383015,54.74323948599513,2350,ohc,four,125,mpfi,3.319118109876466,3.5343934278146603,8.608422947913388,92.18553803050013,4190.998399717823,29,34,8879.121373948627,8.092248770341852,Low,0,1
0,121,volkswagen,std,four,sedan,fwd,front,100.32624465462946,0.8667262365649695,0.9286854713347236,55.145329865974674,2647,ohc,five,135,mpfi,3.20694389509581,3.396449451895828,8.479525456091805,110.87304551519765,5487.328667115183,19,24,12880.44554488869,12.412570422500869,Medium,0,1
0,122,bmw,std,four,sedan,rwd,front,103.14751297275316,0.9102872354862144,0.9281835562097448,55.74078269224538,3226,ohc,six,210,mpfi,3.61536089475574,3.381334036758251,8.001590372534478,183.0201973692901,5415.090345807676,16,22,30508.17852909845,14.58271196073502,High,0,1
0,121,volkswagen,std,four,wagon,fwd,front,100.3434947210444,0.882791851602756,0.9281298286937,55.12272006625845,2575,ohc,four,110,mpfi,3.1898645964460277,3.398376096280532,9.088397601604282,88.31825038980303,5499.083877745518,25,32,12365.900656824737,9.364186092573814,Low,0,1
0,121,volkswagen,std,four,wagon,fwd,front,100.3479100086826,0.8804154530794868,0.9292424120300028,55.1720746364366,2564,ohc,four,109,mpfi,3.204653251808973,3.417634970329713,8.836806059186056,88.65604550173315,5529.003946139713,25,31,12257.127232913128,9.348878461057131,Low,0,1
3,197,toyota,std,two,hatchback,rwd,front,102.86543557658348,0.8828348630401024,0.9405641118180688,51.91446123914146,2959,dohc,six,174,mpfi,3.257758236401651,3.337889681514813,9.198960831541816,161.07189549454066,5200.664243004342,20,24,16575.863513925204,11.861754823032507,High,0,1
